student_id,student_name,fathers_name,attendance_rate,weekly_study_hours,previous_semester_score,sleep_hours_per_night,extracurricular_activities,parental_education_level,internet_access_at_home,distance_from_school,part_time_job,learning_disability,final_score,passed
483,Liam Singh,Sofia Singh,94.09960848608179,14,59.919188285962164,4.0,0,1,1,0,0,0,65.27,1
484,Jackson Smith,Olivia Smith,91.18890450505826,36,86.89795348319484,9.0,0,2,1,1,0,0,84.27,1
485,Amelia Sharma,Aarav Sharma,86.08607763585897,19,66.22309131053126,9.0,1,2,1,0,0,1,64.51,1
486,Avery Miller,Isabella Miller,63.57735237056212,2,77.66472489384017,10.0,1,2,1,2,1,0,43.77,0
487,Ananya Miller,Lucas Miller,70.12233187168344,36,78.84747644473276,9.0,1,1,0,0,0,0,68.93,1
488,Arjun Lopez,Logan Lopez,55.13741262262117,39,90.62530263923762,7.0,1,0,1,1,0,0,79.49,1
489,Evelyn King,Isha King,59.45197623637659,7,59.49536766439848,4.0,0,2,1,2,0,0,29.41,0
490,Ella Sanchez,Lucas Sanchez,89.15083186583664,39,81.23773375495105,6.0,0,0,1,2,1,0,73.34,1
491,Elizabeth Williams,Charlotte Williams,85.75193594253419,22,97.69694842276994,4.0,0,1,1,1,1,1,63.37,1
492,Riaan Hernandez,Avery Hernandez,79.67428814879673,39,83.81460006147208,7.0,0,0,1,0,0,0,93.35,1
493,Arjun Miller,Isha Miller,94.78633629630863,10,69.39222860306467,10.0,1,2,1,1,0,0,66.58,1
494,Michael Martinez,Jacob Martinez,79.16332589065227,7,77.84304666951576,10.0,0,2,1,0,0,0,65.75,1
495,Ella Walker,Daniel Walker,73.34839999818054,28,84.38097386578649,5.0,0,2,1,0,0,0,62.78,1
496,Aarav Scott,Ananya Scott,67.01853731528814,29,76.73654594163234,4.0,0,2,1,2,0,0,61.92,1
497,Harper Harris,Ella Harris,97.02242528680863,9,41.00054880939035,10.0,1,2,1,1,0,0,59.8,0
498,Ava Rodriguez,Arjun Rodriguez,54.135773076217674,38,51.68640986123355,9.0,1,2,1,2,0,0,48.56,0
499,Camila Allen,Lucas Allen,96.54436860304043,27,88.62809303292796,10.0,1,1,1,1,0,0,88.41,1
500,Oliver Sanchez,Logan Sanchez,91.33573299655092,35,56.35903883874908,10.0,0,1,1,1,1,0,73.33,1
501,Ella Gupta,Aditya Gupta,56.49649622678506,12,83.89372717366803,,1,1,1,2,0,0,53.88,0
502,Avery Williams,Michael Williams,78.24921788376268,31,62.32721291450192,10.0,0,0,1,1,0,1,64.96,1
503,Elijah Hernandez,Charlotte Hernandez,93.32739908745435,35,71.31305968947659,6.0,0,0,1,1,0,0,85.99,1
504,Logan Patel,Jackson Patel,78.59045818035769,36,44.07839798916422,6.0,0,1,1,0,0,0,63.84,1
505,Riya Green,Ella Green,95.35999107803111,25,50.873533662982574,5.0,1,0,1,1,0,0,63.79,1
506,Sebastian Lee,Camila Lee,97.14919084080213,21,97.43181781115408,10.0,1,0,1,1,1,1,79.18,1
507,Charlotte Scott,Emily Scott,71.11922610921529,3,,4.0,0,2,1,2,0,0,51.61,0
508,Ava Wright,Emily Wright,68.86568307031618,30,79.13650665394302,7.0,0,2,1,2,1,0,68.28,1
509,Jackson Hernandez,Henry Hernandez,96.81605769845784,17,67.57867584314424,5.0,1,0,1,1,0,0,66.86,1
510,Jacob King,Sebastian King,,37,80.54567757371342,4.0,1,0,1,0,0,0,73.55,1
511,Mila Jackson,Lucas Jackson,55.80113406740846,23,77.11661734563634,10.0,1,1,1,0,0,0,56.58,0
512,Mia Lewis,Sebastian Lewis,52.11458746113406,22,74.11313533627673,8.0,0,0,1,2,0,0,69.08,1
513,Riya Wilson,Isabella Wilson,78.23145254986315,21,43.55062431181251,10.0,0,2,1,1,0,0,59.33,0
514,Mila Smith,Camila Smith,96.50854827192123,1,77.96815663969042,6.0,0,0,1,1,1,0,68.47,1
515,Oliver Scott,Ananya Scott,92.21243512029092,30,86.1352026742701,7.0,1,1,1,0,1,1,89.54,1
516,Jackson Wright,William Wright,83.79238732321681,10,99.64489927873453,9.0,1,2,1,0,1,0,71.49,1
517,Noah Brown,Camila Brown,56.955792444554376,27,40.66471315565858,7.0,1,2,1,0,1,0,46.74,0
518,Emma Jones,Aarav Jones,62.711569187434776,31,83.8104071986406,9.0,0,2,1,2,1,0,61.4,1
519,Ava Nguyen,Liam Nguyen,93.77556132763081,4,74.30735895615882,7.0,0,2,1,1,0,0,74.05,1
520,Mia Harris,Emily Harris,59.140361832845024,37,66.0431305648574,6.0,1,0,1,2,0,0,62.36,1
521,Mila Sanchez,Mila Sanchez,63.92197041252173,9,47.65421047428225,9.0,0,1,1,1,0,0,46.69,0
522,Sofia Thompson,Sophia Thompson,56.4800325597721,39,,4.0,1,0,1,2,0,0,53.98,0
523,Daniel Harris,Jackson Harris,83.80541157072057,23,61.26263097916812,9.0,0,0,1,1,1,0,65.12,1
524,Henry Lewis,Lucas Lewis,97.19911526816048,34,58.16979333872453,5.0,1,2,1,0,0,0,69.42,1
525,Avery Thompson,Alexander Thompson,63.448401579769296,22,83.85277739933247,4.0,0,1,1,0,0,0,49.21,0
526,Mila Patel,Arjun Patel,73.77033039250368,16,82.04353127705582,5.0,0,2,1,0,1,0,40.51,0
527,Harper Smith,Michael Smith,81.71698698556021,0,75.34120545885469,10.0,1,0,1,2,0,0,59.91,0
528,Sophia Williams,Ava Williams,99.97331241078153,30,96.31988879760235,7.0,1,0,1,0,0,0,100.0,1
529,Sophia Lewis,Harper Lewis,55.240403249878604,30,,4.0,1,2,1,1,1,0,39.88,0
530,Henry Singh,Ava Singh,74.92853997528546,33,54.628116262610774,7.0,1,0,1,2,1,0,70.51,1
531,Elizabeth Young,Mia Young,69.25600599512501,8,79.35419878590398,10.0,1,0,1,1,0,0,57.93,0
532,Isha Martin,Ananya Martin,93.29100826111775,21,51.928843656244176,8.0,0,2,1,2,1,0,73.5,1
533,Mia Harris,Mason Harris,73.79838655058279,12,58.900630431005474,7.0,1,0,1,1,1,0,61.73,1
534,Ava Williams,Evelyn Williams,55.5488762292574,24,53.47614640449309,10.0,1,1,1,1,1,1,42.75,0
535,Emily Patel,Isha Patel,81.72120726432918,17,44.14921406311007,7.0,1,2,1,2,1,0,60.18,1
536,James Green,Elijah Green,88.53903091319398,11,89.6499244981404,10.0,0,1,1,2,0,0,73.22,1
537,Liam Thompson,Olivia Thompson,50.14406258328073,39,55.272432575299675,5.0,1,0,1,0,0,0,43.78,0
538,Elizabeth Young,Jacob Young,92.94783427103147,16,68.38165020058125,10.0,1,0,1,0,0,0,79.78,1
539,Daniel Perez,Riaan Perez,59.30115000028328,14,42.59891639525872,9.0,1,2,1,1,0,0,40.14,0
540,Aria Thompson,Aarav Thompson,77.60346823266889,14,81.96036797515859,8.0,0,0,1,1,0,0,75.51,1
541,Olivia Taylor,Mason Taylor,70.7898750343725,14,59.833660138377454,,0,2,1,1,0,0,64.4,1
542,Arjun Davis,Avery Davis,85.98269083052652,38,84.6842036697526,10.0,1,2,1,2,0,0,82.2,1
543,Jackson King,Ava King,68.55808073928709,12,64.74418362807197,10.0,0,2,0,2,0,1,56.61,0
544,Noah Garcia,Isabella Garcia,93.48815883408554,16,51.74533638433748,7.0,1,2,1,0,0,0,86.57,1
545,Mason Perez,Ava Perez,86.5248180479395,31,70.79050493692216,8.0,0,2,0,1,1,0,80.37,1
546,Aditi Hill,Mason Hill,82.38565855314607,8,47.83027357824639,8.0,1,1,1,0,0,0,67.84,1
547,James Perez,Aria Perez,89.81202977814272,39,66.43234959237968,10.0,0,2,1,2,0,1,73.67,1
548,Isabella Scott,Aarav Scott,87.70115174641911,19,59.03832864522919,4.0,1,1,1,2,0,0,56.26,0
549,Charlotte Lee,Isha Lee,51.79693374607767,25,94.71757505197799,5.0,1,0,1,2,0,0,56.21,0
550,Mila Scott,Evelyn Scott,69.7367176922414,26,43.6557233032432,8.0,0,2,1,0,1,0,60.72,1
551,Aria Martinez,Ella Martinez,96.5403648658245,20,81.64104484634453,8.0,1,0,1,2,0,0,92.43,1
552,Riaan Young,Evelyn Young,56.28621344961131,17,50.96506995924615,6.0,1,2,1,1,0,0,43.07,0
553,Aditya Williams,Ananya Williams,86.85482752160256,12,59.14270445993439,9.0,1,1,1,0,0,0,64.89,1
554,Avery Garcia,Olivia Garcia,98.72959056676649,15,64.93084378372396,8.0,1,1,1,2,0,0,90.75,1
555,Sebastian White,Amelia White,52.60993145224858,8,94.48090536249845,5.0,0,1,1,0,0,1,37.27,0
556,Elizabeth Miller,Lucas Miller,84.10969403133052,11,54.55469596442951,9.0,1,0,1,0,0,0,69.08,1
557,Emily Hernandez,Jackson Hernandez,73.40770706505151,37,45.47852815268021,9.0,0,2,1,2,0,1,58.0,0
558,Jackson Torres,Elizabeth Torres,78.95876276873611,18,59.12137623943141,7.0,0,0,0,2,1,1,65.17,1
559,Harper Rodriguez,Aditi Rodriguez,54.26706682421624,6,46.280558232132,7.0,0,1,1,0,0,0,44.1,0
560,Mason Sharma,Daniel Sharma,52.15034759334697,34,47.715789157633154,7.0,0,0,1,0,0,0,59.52,0
561,Aditi Allen,Arjun Allen,83.3433330275461,17,74.4310358785016,,1,1,1,2,0,0,75.44,1
562,Lucas Perez,Mia Perez,91.1654714910359,15,43.6541159859696,6.0,1,1,1,1,0,0,59.6,0
563,Aditi Young,Elijah Young,89.10076674664836,38,41.85585288361396,8.0,0,1,1,0,0,0,78.27,1
564,Mason Sharma,Diya Sharma,77.19028639331187,3,82.86484608822987,7.0,1,2,1,0,0,0,73.25,1
565,Jackson Lopez,Alexander Lopez,,24,61.69882569046267,10.0,0,2,1,1,1,0,45.55,0
566,Lucas Miller,Aria Miller,84.40222219180069,31,47.522520954032395,4.0,1,1,1,2,0,0,56.4,0
567,William Davis,Olivia Davis,62.094444177707295,39,55.2167662515825,7.0,1,0,1,2,1,0,67.45,1
568,Logan Torres,Olivia Torres,95.55343513836918,12,78.52519044114393,8.0,1,0,1,1,0,1,78.91,1
569,Ella Lee,Ethan Lee,91.91326797728524,16,56.53219402845107,7.0,0,2,0,2,1,0,74.33,1
570,Logan Rodriguez,Jacob Rodriguez,85.46914835436954,36,69.67126750722447,6.0,0,1,0,2,0,1,77.81,1
571,Henry Smith,Ava Smith,97.44229779155651,5,47.30171840360033,5.0,1,0,1,0,1,0,47.9,0
572,Diya Anderson,Sophia Anderson,51.57109107556364,18,75.28561825632681,5.0,0,1,1,0,0,0,42.61,0
573,Abigail Robinson,Henry Robinson,86.8100212530381,12,58.96466103059585,8.0,0,0,1,0,1,0,75.35,1
574,Abigail Wilson,Jacob Wilson,66.51213896682026,25,77.61810607172299,10.0,1,2,1,1,1,0,59.98,0
575,Aria Flores,Alexander Flores,95.30329428431827,13,,5.0,0,1,1,2,0,0,67.43,1
576,Evelyn Lee,Ananya Lee,,30,76.69878516339955,5.0,1,1,0,2,0,0,49.28,0
577,Diya Brown,Elizabeth Brown,,3,57.74485375570124,4.0,1,0,1,0,1,0,34.01,0
578,Evelyn Lewis,Ava Lewis,93.88235098253907,38,55.34462209289802,8.0,1,0,0,0,0,0,90.44,1
579,Emily Hill,Jackson Hill,52.08284091913412,7,59.64525752400688,10.0,0,0,1,1,0,0,35.6,0
580,Harper Perez,Riya Perez,69.88237897960181,24,49.87723079419029,8.0,1,1,1,2,1,0,51.73,0
581,Alexander Gupta,William Gupta,88.11545160109694,12,50.8703110510012,5.0,1,2,1,1,0,0,50.73,0
582,Diya Wilson,Liam Wilson,72.74594447537936,31,87.44146611401007,5.0,0,2,1,2,0,0,64.34,1
583,Amelia Torres,Mia Torres,63.362631489679764,37,63.083954590446695,5.0,0,0,1,1,0,1,56.42,0
584,Amelia Moore,Emma Moore,60.9902674411595,37,66.15971083423514,9.0,0,2,1,0,1,0,62.19,1
585,Alexander Scott,Daniel Scott,56.5759133458189,27,75.64296793400867,6.0,0,0,1,1,0,1,61.64,1
586,Diya Sharma,Aditya Sharma,92.85647799281412,29,75.37920970909286,7.0,1,2,0,1,0,0,94.44,1
587,Jacob Singh,Oliver Singh,78.7677701625778,2,44.04261229131554,,0,1,1,0,0,0,43.6,0
588,Ethan Jackson,Camila Jackson,53.8192472495728,27,89.89244718025994,8.0,0,0,1,2,1,0,65.16,1
589,Elijah Ramirez,Camila Ramirez,69.12901617853177,2,50.63959319343637,4.0,0,2,1,2,0,0,37.99,0
590,Ethan Harris,Riya Harris,68.38668254025549,33,83.38429816298013,7.0,0,1,0,0,0,0,80.73,1
591,Isha Harris,Sophia Harris,59.08695953547315,15,86.36025928769,4.0,1,2,1,1,0,0,46.24,0
592,Ethan Gonzalez,Lucas Gonzalez,71.77538127360953,21,82.89397204547882,10.0,0,1,1,1,1,0,61.55,1
593,Jackson Thomas,Daniel Thomas,66.60496826965682,31,74.7386587932487,9.0,1,1,1,1,1,0,61.87,1
594,Charlotte Sharma,James Sharma,67.09018527460913,37,40.87653982653297,8.0,0,2,0,2,0,0,68.71,1
595,Oliver Smith,Abigail Smith,86.95132788939793,7,61.62252954179024,9.0,1,2,1,1,0,0,58.77,0
596,Alexander Sanchez,Jackson Sanchez,61.16316927525982,7,76.29036576175487,8.0,1,1,1,2,1,0,49.27,0
597,Henry Patel,Liam Patel,82.09299794276777,5,63.24707775535232,,0,1,1,1,0,0,47.91,0
598,Aarav Garcia,Isabella Garcia,78.53248119404674,13,91.80879369476878,4.0,1,1,1,0,0,0,59.39,0
599,Emily Wright,Jacob Wright,78.40462561689336,31,58.52813652097692,4.0,0,0,1,0,1,1,53.29,0
600,Emma Ramirez,Elizabeth Ramirez,83.1503673070888,34,,8.0,1,1,1,2,1,0,80.99,1
601,Sophia Davis,Benjamin Davis,77.4191018097827,9,55.95986158555948,5.0,1,0,1,2,0,0,50.26,0
602,Elijah Robinson,Jacob Robinson,93.96275574231923,2,59.966852137647734,4.0,1,1,1,0,0,1,52.95,0
603,Mila Jackson,Jacob Jackson,,11,73.44429785885123,9.0,0,0,1,0,0,0,65.41,1
604,Alexander Ramirez,Michael Ramirez,77.3481625685694,30,82.42091765635544,10.0,1,1,0,1,0,0,76.43,1
605,Diya Harris,Arjun Harris,91.48815601438224,28,79.75407506432711,7.0,0,1,1,0,1,0,87.53,1
606,Ava Sharma,Sophia Sharma,80.30732824667399,4,88.46306919888877,8.0,1,1,1,2,1,0,67.95,1
607,Emma Martin,Mia Martin,64.55721238925895,24,93.15483972984549,9.0,1,2,1,0,1,0,64.32,1
608,Mason Garcia,Ananya Garcia,60.35474590882856,30,88.96474254060108,6.0,1,2,1,2,0,0,65.32,1
609,Avery Johnson,Jackson Johnson,57.61638928313394,20,41.136724202461274,10.0,1,1,1,2,0,0,44.41,0
610,Mila White,Charlotte White,94.97276062730508,19,84.15507721311933,6.0,1,0,1,1,0,0,81.46,1
611,Ava Robinson,William Robinson,85.50677158990328,38,52.5039744170999,7.0,1,0,1,1,0,1,82.85,1
612,Ella Ramirez,Riya Ramirez,96.86892190821604,21,47.97568256247896,5.0,0,1,1,1,1,0,56.39,0
613,Evelyn Hernandez,Jackson Hernandez,80.16459028574715,3,78.30932708794813,4.0,0,2,1,1,0,0,52.28,0
614,Jacob Hill,Oliver Hill,73.67004407474563,12,59.1845917244617,8.0,0,0,1,0,0,0,69.23,1
615,Benjamin Patel,Riya Patel,52.98582444854446,19,43.4270298022266,9.0,1,2,1,1,0,0,45.31,0
616,Avery Gupta,Harper Gupta,83.5821140773015,12,48.25778406390168,4.0,0,0,1,0,1,0,44.69,0
617,Oliver Clark,Ethan Clark,79.11043798841156,16,40.05576501219766,9.0,1,1,0,1,1,0,40.05,0
618,Charlotte Jones,Amelia Jones,99.51044467938107,35,94.19341764068244,8.0,0,2,1,1,1,0,99.44,1
619,Sophia Jones,Lucas Jones,61.95793888911215,32,41.477079030474314,6.0,0,0,1,2,0,0,55.21,0
620,Mila Jackson,Riaan Jackson,76.53686776434179,0,52.567346170570666,4.0,1,1,1,0,0,0,42.1,0
621,Lucas Thomas,Jacob Thomas,82.54786675590364,14,64.97576684127444,7.0,1,1,1,2,0,0,70.2,1
622,Elijah Young,Aditi Young,82.22955873711717,12,61.394279557049146,5.0,0,1,0,1,0,0,43.27,0
623,Emily Anderson,Lucas Anderson,78.06467714742013,16,94.70355261476655,7.0,0,2,1,0,0,0,84.47,1
624,Liam Sharma,Ella Sharma,88.84640051636127,23,42.41733674407253,5.0,0,2,1,1,0,1,50.63,0
625,Olivia Taylor,Jacob Taylor,60.24906047634082,7,70.7328824606231,10.0,0,1,1,2,0,0,53.76,0
626,Arjun Nguyen,Ethan Nguyen,86.28136001372079,26,80.82876775146244,,1,2,1,0,0,0,74.7,1
627,Liam Johnson,Sofia Johnson,80.98672857165445,22,95.90187842087013,4.0,0,0,0,2,0,0,62.25,1
628,Mason Martinez,James Martinez,94.80375558972867,7,77.22227512742326,4.0,1,1,1,1,0,0,62.95,1
629,Amelia Williams,Camila Williams,92.35972195167909,7,,10.0,1,1,0,1,0,0,75.85,1
630,Avery King,Charlotte King,65.75735195662766,25,45.023496270720905,5.0,0,2,1,1,0,0,45.69,0
631,Ethan Miller,Lucas Miller,63.81186624875765,12,63.15637065621564,6.0,1,1,1,0,0,0,53.24,0
632,Michael Flores,Isabella Flores,,38,,8.0,0,0,1,2,0,0,92.35,1
633,Ella Moore,Lucas Moore,76.36325904576283,36,93.17729298734307,7.0,1,2,1,2,1,0,78.66,1
634,Riaan Martin,Ava Martin,95.32104819572184,27,49.082270275796496,10.0,1,2,1,1,1,0,66.86,1
635,Ananya Davis,Aditi Davis,58.19405118902411,24,49.11317034019781,9.0,0,1,1,2,0,1,45.07,0
636,Ethan Jackson,Jackson Jackson,82.1409457400087,15,59.713488993147905,10.0,1,1,1,0,0,0,64.43,1
637,Jacob Wilson,Aditi Wilson,90.4930093680293,1,43.267962842010256,7.0,1,1,0,1,0,0,69.27,1
638,Ananya Hernandez,Diya Hernandez,97.36976247932233,17,50.947482439149404,7.0,0,2,1,1,1,0,75.9,1
639,William Scott,Mason Scott,66.86700705085117,16,97.9125783127441,9.0,1,1,1,1,1,0,60.49,1
640,Liam Green,Riaan Green,86.24905849620262,29,65.69103639203037,9.0,1,0,1,0,0,0,72.72,1
641,Riya Wright,Jacob Wright,76.94065045198096,38,77.92115250534619,4.0,0,1,1,1,0,0,70.46,1
642,William Moore,Arjun Moore,53.031446303323406,12,83.56667556067822,,0,1,1,1,0,0,53.57,0
643,Aria Patel,Harper Patel,84.49998686544717,31,62.01768442043203,8.0,1,2,1,1,0,1,77.98,1
644,Logan Harris,Harper Harris,84.50482791189216,28,48.833624464631015,8.0,1,1,1,1,0,0,84.66,1
645,Isha Robinson,Aria Robinson,96.53034024232684,29,52.39486097330685,5.0,1,2,1,2,0,1,61.12,1
646,Mason Allen,Riya Allen,74.86562230844862,17,58.79598859483662,10.0,0,1,1,1,0,0,61.18,1
647,Arjun Brown,Harper Brown,61.51254603552573,12,78.16410522113354,9.0,1,0,1,0,0,0,57.3,0
648,Charlotte Gupta,Alexander Gupta,52.22819117243396,20,63.89683294534326,4.0,1,0,1,1,1,0,25.8,0
649,Sebastian Young,Emily Young,70.78210933429528,29,40.40888187400769,8.0,1,2,0,1,1,0,55.15,0
650,Camila King,Isabella King,65.0958350038751,20,71.40443110404831,6.0,1,2,1,2,0,0,63.54,1
651,Michael Wilson,Charlotte Wilson,88.05441530119379,16,95.29080351444507,4.0,1,1,1,1,0,0,63.53,1
652,Avery Lee,Liam Lee,67.71338824205233,39,88.72465666052074,4.0,1,1,1,2,0,0,60.96,1
653,Henry Martinez,Emily Martinez,97.4535598157422,18,89.51268227557787,8.0,0,0,1,0,0,0,90.24,1
654,Mason Nguyen,Lucas Nguyen,,14,87.70348105636788,6.0,0,1,1,2,0,1,76.3,1
655,Harper Gupta,Mia Gupta,81.0454295108854,8,59.42384953662542,5.0,1,0,1,1,0,0,50.56,0
656,Abigail Clark,Abigail Clark,96.43301435074414,9,85.91163002526352,8.0,1,2,1,0,1,1,76.41,1
657,Noah Thompson,Elizabeth Thompson,88.04271722572477,30,48.58968146867158,6.0,0,1,1,1,0,0,62.54,1
658,Jackson Robinson,Mia Robinson,77.34298204875631,22,79.46296883655721,4.0,0,2,1,2,0,1,63.87,1
659,James Green,Mason Green,,29,78.49411400109966,6.0,0,1,1,0,0,0,56.93,0
660,Diya Davis,Evelyn Davis,72.92989717569199,32,41.53418794538408,4.0,1,0,1,0,0,0,47.21,0
661,Isha Wilson,Riaan Wilson,78.04372316813088,8,87.2782080154559,10.0,1,2,1,2,0,0,68.33,1
662,Logan Gupta,Isabella Gupta,93.1980790367505,0,94.19488630570783,8.0,1,2,1,2,1,0,77.46,1
663,Alexander Smith,Harper Smith,74.06666882678324,34,56.04491670832646,9.0,1,1,1,0,1,0,65.7,1
664,Aria Sharma,Aria Sharma,94.88373363389783,10,88.74344345116904,8.0,0,2,0,0,0,0,89.93,1
665,Daniel Perez,Avery Perez,83.71744895117345,33,44.94435831171689,10.0,0,0,1,2,0,0,66.4,1
666,Emily Gupta,Mila Gupta,56.84995315268357,15,75.99807149566396,7.0,0,2,1,1,1,0,61.5,1
667,Arjun Scott,Emma Scott,99.74906846625464,8,69.13881192005663,7.0,0,2,1,0,0,0,83.26,1
668,Arjun Young,Elijah Young,76.36163303769564,31,72.75541199854,7.0,1,1,1,2,1,0,73.75,1
669,Sofia Scott,Mason Scott,69.59291482045394,14,95.5723121130607,8.0,1,2,1,1,0,0,76.59,1
670,Ella Robinson,Emily Robinson,82.95568822347633,11,92.27891483481122,5.0,0,1,1,0,0,1,55.72,0
671,Evelyn Moore,Ethan Moore,55.44466569905195,32,87.10501943438543,8.0,0,1,1,0,0,0,76.73,1
672,Olivia Lewis,Sofia Lewis,81.82693233766771,13,56.42190746070226,10.0,0,2,1,2,0,0,63.34,1
673,Daniel Taylor,Riaan Taylor,74.91180002496364,7,94.7091177211655,10.0,0,0,1,1,1,1,60.34,1
674,Elijah Walker,Riya Walker,70.33370349992916,7,45.850461547832516,9.0,0,1,1,0,0,0,39.78,0
675,Aria Wilson,Avery Wilson,97.65100105894496,26,91.19975299352727,6.0,1,2,1,1,0,0,91.57,1
676,Isha Hill,Ava Hill,76.12698583660266,11,59.689604341216466,8.0,1,1,1,1,0,0,68.83,1
677,Michael Miller,Sebastian Miller,60.95587397349692,0,43.226338699719,8.0,0,0,1,0,1,0,42.45,0
678,Logan Smith,Benjamin Smith,72.94817396886494,39,80.1614190544449,4.0,0,0,1,1,0,0,64.59,1
679,William Miller,Ava Miller,,10,53.876795698957324,10.0,0,1,1,0,1,0,59.6,0
680,Jackson Wilson,Aarav Wilson,58.80477356652973,38,54.614267551877916,4.0,1,0,1,1,0,0,47.29,0
681,Aarav Lee,Riaan Lee,60.697851934411844,30,58.36282997372629,4.0,1,2,1,0,0,0,50.0,0
682,Aria Scott,Olivia Scott,50.65147838785419,16,43.821086050151,8.0,1,2,1,2,0,0,47.47,0
683,Sebastian Lee,Emma Lee,50.70950246978836,32,50.62762865189524,5.0,0,1,1,0,0,1,38.52,0
684,Sofia Walker,Aarav Walker,91.46958134792563,31,40.30837765513362,6.0,1,0,1,0,0,0,69.96,1
685,Emma Allen,Aditya Allen,86.6061303421478,28,66.72457126634721,6.0,0,2,0,0,0,1,73.58,1
686,Riaan Flores,Jackson Flores,67.75205282259792,20,45.05532264507828,10.0,1,2,1,1,0,1,49.7,0
687,Ethan King,Ella King,84.91555786137863,20,80.95915630265193,9.0,1,2,1,2,0,0,72.56,1
688,Michael Martinez,Jacob Martinez,69.76029631549851,39,54.137371071498904,10.0,1,1,0,1,0,0,66.97,1
689,Elijah Allen,Sebastian Allen,97.64483979989137,22,96.61444864211063,5.0,0,1,1,1,0,0,72.95,1
690,Riaan Wilson,Michael Wilson,98.35263407130174,5,92.27509764391915,5.0,0,2,1,0,1,0,61.53,1
691,Sophia Martinez,Aria Martinez,69.63968879046718,21,57.3664536980925,6.0,1,2,1,1,0,0,65.22,1
692,Benjamin Martin,Riya Martin,92.7110953170434,37,86.99292727940073,7.0,0,0,0,0,1,1,92.97,1
693,Elijah Garcia,Sophia Garcia,88.6544520848733,36,88.19469427988838,4.0,0,0,1,2,0,0,71.93,1
694,Elizabeth Gupta,Lucas Gupta,,7,99.19378684686463,4.0,0,0,1,1,0,0,46.37,0
695,Ananya Jackson,Aditi Jackson,61.6019914450553,34,75.8703992107411,6.0,0,1,1,1,0,0,59.66,0
696,Avery Gonzalez,Sofia Gonzalez,72.91173251964169,10,44.91794407861973,10.0,0,2,1,1,0,0,56.73,0
697,Noah Garcia,Abigail Garcia,89.06744203072031,23,78.81023373558286,5.0,0,1,1,0,0,0,70.62,1
698,Riya Anderson,Abigail Anderson,98.00838923643727,20,77.49878490256211,10.0,0,2,1,0,0,0,74.9,1
699,Riya Martinez,Liam Martinez,88.17895344332862,1,78.30103464522591,9.0,1,0,0,1,0,0,65.75,1
700,Mia Perez,Camila Perez,92.7603492509185,39,58.42873888625269,,0,0,1,1,0,0,95.58,1
701,Camila Green,Isabella Green,80.15321530852583,18,91.58077510481998,6.0,0,0,1,2,1,0,67.4,1
702,Logan Ramirez,William Ramirez,91.7703915421063,38,97.5683309773247,4.0,1,0,1,2,1,0,74.37,1
703,Sophia Gonzalez,Daniel Gonzalez,89.22104290017089,27,53.06275077868909,8.0,1,2,1,2,0,0,89.92,1
704,Diya Wilson,Harper Wilson,68.84927709631401,16,45.28912948819867,10.0,1,0,0,2,0,0,43.27,0
705,Mason Perez,Sebastian Perez,77.59951510603605,5,51.67210199010904,,1,2,1,2,1,0,48.09,0
706,Lucas Moore,Logan Moore,90.23765609948475,18,89.23312835534313,8.0,0,2,1,0,1,0,83.15,1
707,Diya Hernandez,James Hernandez,52.30283670949782,37,80.59867808919086,9.0,1,1,1,2,0,0,67.22,1
708,Mia Jones,Ananya Jones,90.4039641177915,27,78.16284054034759,6.0,1,0,0,2,0,0,74.39,1
709,William Garcia,Oliver Garcia,58.89440620245117,1,64.10758810656547,10.0,0,0,1,1,1,0,35.17,0
710,Mason Harris,Oliver Harris,75.73418085607194,37,74.66967829068614,,0,1,1,0,1,1,55.02,0
711,Charlotte Clark,Michael Clark,90.41377197779688,36,58.47244751646204,10.0,0,2,1,2,0,0,77.39,1
712,Ethan Wright,Amelia Wright,62.69105390783474,3,68.63200476507768,7.0,1,0,1,2,0,0,58.94,0
713,Ella Anderson,Arjun Anderson,62.29037196530765,21,87.58378170223935,8.0,0,2,0,2,1,0,71.42,1
714,Sebastian Wright,Benjamin Wright,70.13821992311259,25,98.87449584732772,7.0,1,1,1,1,1,0,70.4,1
715,Ananya Hernandez,Elizabeth Hernandez,,35,95.9493354153881,9.0,0,2,1,1,1,0,86.75,1
716,Elizabeth Martin,Noah Martin,50.022139071860394,12,96.03195657077492,4.0,0,0,1,1,1,0,41.4,0
717,Ella Flores,Elijah Flores,95.06915483209676,31,64.13342409082674,8.0,1,2,1,2,0,0,94.11,1
718,Isha Robinson,Avery Robinson,57.69035123208039,16,68.12739283040746,9.0,0,2,1,1,1,0,44.29,0
719,Emma Allen,Aditya Allen,99.5043188033741,35,82.3381237821389,7.0,0,0,1,2,0,0,98.19,1
720,Aria Scott,Aditya Scott,97.7423496519234,18,95.33151568307706,7.0,0,0,1,0,1,0,88.88,1
721,Logan Jackson,Amelia Jackson,74.73375947956417,34,48.51965556112508,8.0,0,2,1,2,0,0,75.14,1
722,Riaan Wright,Sophia Wright,75.63601239063141,39,58.254511829631745,4.0,0,2,1,1,1,1,60.57,1
723,Mia Patel,Evelyn Patel,74.07746701379271,27,48.354810675646576,7.0,1,1,1,0,0,0,65.61,1
724,Emily Moore,Ella Moore,81.77218228297613,0,76.72051179756733,6.0,1,0,1,2,0,0,56.93,0
